E(MeV)	"LU-176(N,TOT)"
2.12248E-05	11.2054
2.12414E-05	11.5791
2.12581E-05	11.999
2.12736E-05	12.4406
2.12854E-05	12.8163
2.12892E-05	12.9353
2.13048E-05	13.4896
2.13203E-05	14.1184
2.13320E-05	14.6471
2.13437E-05	15.2327
2.13486E-05	15.5089
2.13554E-05	15.8812
2.13670E-05	16.6039
2.13787E-05	17.4155
2.13873E-05	18.0802
2.13968E-05	18.8833
2.14062E-05	19.7763
2.14156E-05	20.7742
2.14251E-05	21.8946
2.14279E-05	22.2682
2.14321E-05	22.8285
2.14392E-05	23.8545
2.14463E-05	24.9851
2.14534E-05	26.2349
2.14602E-05	27.5722
2.14656E-05	28.7432
2.14666E-05	28.9474
2.14729E-05	30.4669
2.14793E-05	32.1459
2.14845E-05	33.6603
2.14857E-05	34.0056
2.14921E-05	36.0726
2.14984E-05	38.3674
2.15034E-05	40.351
2.15048E-05	40.9189
2.15055E-05	41.2346
2.15112E-05	43.7656
2.15175E-05	46.9329
2.15204E-05	48.4989
2.15239E-05	50.463
2.15291E-05	53.6339
2.15331E-05	56.3252
2.15352E-05	57.7539
2.15398E-05	61.1334
2.15416E-05	62.534
2.15444E-05	64.7801
2.15490E-05	68.7088
2.15501E-05	69.6838
2.15536E-05	72.9414
2.15586E-05	77.8983
2.15597E-05	79.0815
2.15659E-05	85.8318
2.15671E-05	87.2524
2.15720E-05	93.2332
2.15751E-05	97.2375
2.15769E-05	99.6457
2.15824E-05	107.407
2.15826E-05	107.692
2.15880E-05	115.775
2.15902E-05	119.38
2.15935E-05	124.762
2.15977E-05	132.158
2.15990E-05	134.382
2.16036E-05	142.89
2.16045E-05	144.647
2.16098E-05	155.129
2.16107E-05	157.004
2.16160E-05	168.178
2.16170E-05	170.176
2.16215E-05	180.404
2.16249E-05	188.088
2.16283E-05	196.261
2.16324E-05	206.269
2.16355E-05	213.931
2.16400E-05	225.445
2.16430E-05	233.518
2.16506E-05	253.736
2.16513E-05	255.761
2.16581E-05	274.804
2.16694E-05	306.599
2.16807E-05	338.448
2.16853E-05	351.203
2.16966E-05	381.385
2.17079E-05	408.949
2.17155E-05	425.338
2.17185E-05	431.117
2.17230E-05	439.764
2.17291E-05	449.55
2.17304E-05	451.682
2.17375E-05	461.029
2.17408E-05	464.138
2.17449E-05	468.131
2.17494E-05	470.853
2.17525E-05	472.641
2.17597E-05	474.261
2.17602E-05	474.191
2.17675E-05	472.959
2.17698E-05	471.715
2.17751E-05	468.763
2.17774E-05	466.657
2.17830E-05	461.336
2.17870E-05	456.318
2.17894E-05	453.188
2.17940E-05	446.078
2.17970E-05	441.319
2.17977E-05	439.912
2.18045E-05	427.206
2.18053E-05	425.605
2.18121E-05	411.122
2.18166E-05	400.306
2.18234E-05	384.01
2.18279E-05	372.135
2.18347E-05	354.263
2.18393E-05	341.726
2.18506E-05	310.304
2.18657E-05	268.325
2.18687E-05	259.918
2.18800E-05	229.854
2.18876E-05	210.815
2.18951E-05	192.738
2.19027E-05	175.72
2.19034E-05	174.123
2.19093E-05	161.767
2.19149E-05	150.514
2.19176E-05	145.569
2.19206E-05	139.928
2.19262E-05	130.007
2.19308E-05	122.578
2.19317E-05	121.034
2.19370E-05	112.95
2.19423E-05	105.401
2.19445E-05	102.513
2.19476E-05	98.3835
2.19528E-05	91.8713
2.19581E-05	85.8319
2.19586E-05	85.3327
2.19634E-05	80.2624
2.19687E-05	75.1182
2.19728E-05	71.4917
2.19746E-05	69.8128
2.19796E-05	65.7634
2.19845E-05	62.0169
2.19869E-05	60.3673
2.19895E-05	58.5616
2.19945E-05	55.3767
2.19987E-05	52.8552
2.19994E-05	52.4371
2.20044E-05	49.7347
2.20093E-05	47.2395
2.20129E-05	45.5933
2.20143E-05	44.9387
2.20209E-05	42.1538
2.20263E-05	40.0749
2.20270E-05	39.8276
2.20327E-05	37.8625
2.20390E-05	35.8597
2.20412E-05	35.2536
2.20454E-05	34.0509
2.20518E-05	32.4109
2.20581E-05	30.9165
2.20600E-05	30.512
2.20645E-05	29.5602
2.20709E-05	28.3224
2.20794E-05	26.8284
2.20798E-05	26.754
2.20879E-05	25.5021
2.20954E-05	24.4361
2.21006E-05	23.7752
2.21053E-05	23.1813
2.21152E-05	22.0677
2.21251E-05	21.0672
2.21317E-05	20.4646
2.21350E-05	20.1669
2.21449E-05	19.3567
2.21525E-05	18.7941
2.21548E-05	18.6202
2.21648E-05	17.9524
2.21780E-05	17.1457
2.21865E-05	16.6799
2.21912E-05	16.4255
2.22024E-05	15.8765
2.22162E-05	15.2605
2.22300E-05	14.7023
2.22374E-05	14.4287
2.22438E-05	14.1989
2.22530E-05	13.8914
2.22714E-05	13.3283
2.22884E-05	12.8638
2.22898E-05	12.8259
2.23082E-05	12.3843
2.23266E-05	11.9864
2.23450E-05	11.6263
2.23591E-05	11.3779
2.23685E-05	11.2163
2.23921E-05	10.8581
2.24157E-05	10.5386
2.24299E-05	10.3668
2.24393E-05	10.2551
2.24629E-05	10.0048
2.24865E-05	9.77936
2.25148E-05	9.54088
2.25219E-05	9.483
2.25535E-05	9.25871
2.25734E-05	9.13241
2.26131E-05	8.90874
2.26280E-05	8.83754
2.26529E-05	8.72296
2.26926E-05	8.56834
2.27323E-05	8.43843
2.27721E-05	8.33034
2.27790E-05	8.31503
2.28118E-05	8.24482
2.28624E-05	8.16241
2.28733E-05	8.14824
2.29338E-05	8.09085
2.29943E-05	8.06844
2.30548E-05	8.08017
2.31153E-05	8.1266
2.31705E-05	8.20237
2.31758E-05	8.20918
2.32165E-05	8.28341
2.32574E-05	8.37784
2.32983E-05	8.49388
2.33109E-05	8.5371
2.33392E-05	8.63
2.33801E-05	8.79116
2.34210E-05	8.98258
2.34504E-05	9.14505
2.34619E-05	9.20655
2.35028E-05	9.46538
2.35357E-05	9.70708
2.35544E-05	9.86528
2.35730E-05	10.0195
2.36103E-05	10.3803
2.36477E-05	10.8027
2.36583E-05	10.9406
2.36725E-05	11.1209
2.36974E-05	11.4733
2.37223E-05	11.8675
2.37383E-05	12.1507
2.37458E-05	12.2808
2.37692E-05	12.7382
2.37927E-05	13.2508
2.38161E-05	13.8271
2.38183E-05	13.8862
2.38396E-05	14.4714
2.38630E-05	15.2009
2.38716E-05	15.4979
2.38806E-05	15.811
2.38982E-05	16.483
2.39185E-05	17.348
2.39308E-05	17.9342
2.39356E-05	18.1623
2.39526E-05	19.0651
2.39697E-05	20.0742
2.39867E-05	21.2067
2.39899E-05	21.4461
2.40038E-05	22.4806
2.40166E-05	23.5457
2.40294E-05	24.7198
2.40422E-05	26.0187
2.40571E-05	27.7176
2.40678E-05	29.0716
2.40784E-05	30.5613
2.40880E-05	32.0421
2.40891E-05	32.2069
2.40998E-05	34.0354
2.41104E-05	36.0726
2.41115E-05	36.3007
2.41211E-05	38.3585
2.41285E-05	40.1324
2.41291E-05	40.2594
2.41365E-05	42.2031
2.41445E-05	44.5083
2.41461E-05	44.9708
2.41533E-05	47.2779
2.41579E-05	48.8696
2.41605E-05	49.8078
2.41677E-05	52.5958
2.41712E-05	54.0743
2.41749E-05	55.6711
2.41792E-05	57.6857
2.41821E-05	59.0747
2.41872E-05	61.7289
2.41893E-05	62.8499
2.41952E-05	66.2674
2.41965E-05	67.0463
2.42005E-05	69.6409
2.42037E-05	71.7213
2.42058E-05	73.2576
2.42104E-05	76.53
2.42114E-05	77.3736
2.42160E-05	80.9681
2.42173E-05	82.118
2.42216E-05	85.8077
2.42232E-05	87.3131
2.42272E-05	91.087
2.42290E-05	93.0035
2.42328E-05	96.8458
2.42334E-05	97.5922
2.42378E-05	102.53
2.42384E-05	103.13
2.42422E-05	107.86
2.42440E-05	109.986
2.42466E-05	113.54
2.42496E-05	117.459
2.42510E-05	119.588
2.42552E-05	125.601
2.42554E-05	126.022
2.42595E-05	132.479
2.42608E-05	134.467
2.42636E-05	139.327
2.42664E-05	144.106
2.42677E-05	146.557
2.42717E-05	154.226
2.42727E-05	156.035
2.42758E-05	162.47
2.42794E-05	169.912
2.42799E-05	170.998
2.42840E-05	180.252
2.42861E-05	185.163
2.42881E-05	189.928
2.42921E-05	200.075
2.42929E-05	201.87
2.42962E-05	210.984
2.42996E-05	220.118
2.43005E-05	222.91
2.43040E-05	233.174
2.43053E-05	237.14
2.43100E-05	251.721
2.43101E-05	252.075
2.43149E-05	268.052
2.43160E-05	271.612
2.43197E-05	284.881
2.43220E-05	292.861
2.43245E-05	302.641
2.43288E-05	318.976
2.43301E-05	323.89
2.43352E-05	345.083
2.43386E-05	359.254
2.43416E-05	372.541
2.43471E-05	397.285
2.43480E-05	401.3
2.43535E-05	427.464
2.43544E-05	431.678
2.43608E-05	463.355
2.43620E-05	469.705
2.43672E-05	496.437
2.43748E-05	536.631
2.43757E-05	541.284
2.43842E-05	587.921
2.43949E-05	646.346
2.44090E-05	723.63
2.44137E-05	748.105
2.44218E-05	790.385
2.44303E-05	831.79
2.44320E-05	839.394
2.44388E-05	869.714
2.44456E-05	896.736
2.44474E-05	903.457
2.44559E-05	932.259
2.44644E-05	955.463
2.44661E-05	958.988
2.44721E-05	971.164
2.44755E-05	976.012
2.44789E-05	980.763
2.44840E-05	984.683
2.44863E-05	986.349
2.44897E-05	987.216
2.44923E-05	986.647
2.44968E-05	985.516
2.45011E-05	981.485
2.45054E-05	977.317
2.45092E-05	970.885
2.45130E-05	964.328
2.45181E-05	952.541
2.45199E-05	948.557
2.45267E-05	928.614
2.45284E-05	923.577
2.45352E-05	899.397
2.45369E-05	893.303
2.45437E-05	865.417
2.45454E-05	858.402
2.45523E-05	826.793
2.45582E-05	798.998
2.45608E-05	785.951
2.45710E-05	733.516
2.45736E-05	719.764
2.45821E-05	673.766
2.45992E-05	581.52
2.46052E-05	549.19
2.46179E-05	482.898
2.46286E-05	430.786
2.46290E-05	428.827
2.46371E-05	391.667
2.46418E-05	371.502
2.46457E-05	355.039
2.46504E-05	336.158
2.46521E-05	329.309
2.46580E-05	306.675
2.46615E-05	294.481
2.46640E-05	285.369
2.46700E-05	265.394
2.46725E-05	257.375
2.46760E-05	246.725
2.46813E-05	231.255
2.46827E-05	227.247
2.46894E-05	209.33
2.46900E-05	207.761
2.46961E-05	192.913
2.46988E-05	186.941
2.47028E-05	177.903
2.47075E-05	168.33
2.47095E-05	164.216
2.47155E-05	153.096
2.47176E-05	149.429
2.47211E-05	143.505
2.47267E-05	134.659
2.47278E-05	133.102
2.47323E-05	126.528
2.47379E-05	119.031
2.47435E-05	112.159
2.47480E-05	107.027
2.47491E-05	105.827
2.47547E-05	100.019
2.47582E-05	96.7018
2.47603E-05	94.6745
2.47659E-05	89.7642
2.47683E-05	87.8209
2.47715E-05	85.2485
2.47784E-05	80.1555
2.47787E-05	79.961
2.47859E-05	75.2117
2.47885E-05	73.6175
2.47931E-05	70.9279
2.47992E-05	67.6242
2.48003E-05	67.0548
2.48075E-05	63.5596
2.48147E-05	60.3713
2.48152E-05	60.1553
2.48219E-05	57.4868
2.48291E-05	54.8448
2.48312E-05	54.1345
2.48387E-05	51.6774
2.48472E-05	49.1559
2.48483E-05	48.844
2.48579E-05	46.3131
2.48632E-05	45.0387
2.48675E-05	44.0309
2.48770E-05	41.9678
2.48818E-05	41.0249
2.48866E-05	40.0949
2.48962E-05	38.3895
2.49058E-05	36.8198
2.49186E-05	34.9402
2.49298E-05	33.4539
2.49314E-05	33.2446
2.49442E-05	31.7246
2.49538E-05	30.68
2.49556E-05	30.4943
2.49703E-05	29.0467
2.49851E-05	27.7352
2.49858E-05	27.6815
2.49999E-05	26.5637
2.50147E-05	25.4954
2.50231E-05	24.9399
2.50295E-05	24.5234
2.50445E-05	23.643
2.50492E-05	23.3644
2.50690E-05	22.3382
2.50871E-05	21.4888
2.50887E-05	21.4154
2.51084E-05	20.5982
2.51284E-05	19.8479
2.51297E-05	19.8025
2.51484E-05	19.1801
2.51724E-05	18.463
2.51751E-05	18.385
2.52017E-05	17.6964
2.52257E-05	17.1465
2.52284E-05	17.0869
2.52550E-05	16.5579
2.52790E-05	16.1345
2.52817E-05	16.0888
2.53083E-05	15.6836
2.53370E-05	15.2986
2.53590E-05	15.0399
2.53677E-05	14.9418
2.53983E-05	14.6418
2.54286E-05	14.3868
2.54290E-05	14.3839
2.54749E-05	14.0825
2.55145E-05	13.8881
2.55209E-05	13.8583
2.55669E-05	13.7133
2.56004E-05	13.6504
2.56059E-05	13.6416
2.56449E-05	13.622
2.56839E-05	13.6451
2.57228E-05	13.7105
2.57293E-05	13.7284
2.57618E-05	13.826
2.58008E-05	13.9868
2.58398E-05	14.1935
2.58495E-05	14.2571
2.58788E-05	14.4542
2.59292E-05	14.8722
2.59628E-05	15.2049
2.59698E-05	15.2834
2.59964E-05	15.591
2.60300E-05	16.0313
2.60637E-05	16.5298
2.60805E-05	16.8116
2.60973E-05	17.0978
2.61309E-05	17.7432
2.61614E-05	18.401
2.61721E-05	18.6565
2.61889E-05	19.0633
2.62165E-05	19.798
2.62333E-05	20.2944
2.62440E-05	20.6141
2.62715E-05	21.5239
2.62944E-05	22.3646
2.62990E-05	22.5343
2.63188E-05	23.3512
2.63265E-05	23.6678
2.63540E-05	24.9368
2.63558E-05	25.0308
2.63787E-05	26.2166
2.63934E-05	27.0521
2.64007E-05	27.4744
2.64227E-05	28.8643
2.64310E-05	29.4378
2.64447E-05	30.4028
2.64560E-05	31.278
2.64667E-05	32.113
2.64811E-05	33.3534
2.64887E-05	34.0192
2.65061E-05	35.7041
2.65107E-05	36.1519
2.65312E-05	38.3797
2.65327E-05	38.5476
2.65517E-05	40.8569
2.65529E-05	41.0202
2.65676E-05	42.9966
2.65712E-05	43.5352
2.65835E-05	45.3459
2.65896E-05	46.3354
2.65993E-05	47.9332
2.66079E-05	49.4658
2.66152E-05	50.7924
2.66262E-05	52.9806
2.66311E-05	53.9622
2.66400E-05	55.9255
2.66470E-05	57.4957
2.66537E-05	59.1599
2.66629E-05	61.4491
2.66675E-05	62.715
2.66770E-05	65.3552
2.66812E-05	66.6624
2.66892E-05	69.1094
2.66904E-05	69.5209
2.67014E-05	73.2538
2.67026E-05	73.7088
2.67136E-05	77.8426
2.67149E-05	78.3485
2.67240E-05	82.1752
2.67259E-05	82.9469
2.67332E-05	86.3593
2.67381E-05	88.6536
2.67424E-05	90.8531
2.67472E-05	93.389
2.67515E-05	95.7966
2.67564E-05	98.5736
2.67607E-05	101.218
2.67656E-05	104.269
2.67699E-05	107.166
2.67735E-05	109.675
2.67790E-05	113.782
2.67833E-05	117.011
2.67882E-05	121.089
2.67931E-05	125.212
2.67967E-05	128.596
2.68004E-05	132.013
2.68032E-05	134.788
2.68078E-05	139.452
2.68096E-05	141.477
2.68151E-05	147.604
2.68160E-05	148.715
2.68224E-05	156.557
2.68224E-05	156.557
2.68288E-05	165.178
2.68298E-05	166.422
2.68353E-05	174.561
2.68371E-05	177.301
2.68417E-05	184.784
2.68444E-05	189.318
2.68481E-05	195.869
2.68502E-05	199.73
2.68545E-05	208.072
2.68569E-05	212.883
2.68597E-05	218.769
2.68637E-05	227.348
2.68658E-05	232.373
2.68704E-05	243.249
2.68719E-05	247.193
2.68771E-05	260.739
2.68780E-05	263.34
2.68838E-05	279.977
2.68841E-05	280.93
2.68903E-05	300.171
2.68906E-05	301.144
2.68964E-05	321.216
2.68973E-05	324.419
2.69025E-05	344.019
2.69032E-05	346.581
2.69080E-05	366.532
2.69107E-05	377.74
2.69129E-05	387.77
2.69178E-05	410.233
2.69182E-05	412.215
2.69226E-05	434.765
2.69257E-05	450.331
2.69275E-05	460.503
2.69324E-05	487.829
2.69332E-05	492.304
2.69373E-05	517.344
2.69407E-05	538.427
2.69422E-05	548.151
2.69471E-05	580.806
2.69476E-05	584.29
2.69535E-05	626.431
2.69593E-05	671.633
2.69598E-05	675.432
2.69652E-05	719.74
2.69662E-05	727.856
2.69706E-05	766.644
2.69735E-05	792.708
2.69779E-05	834.235
2.69808E-05	862.159
2.69852E-05	906.444
2.69882E-05	936.205
2.69926E-05	983.544
2.69979E-05	1041.83
2.69999E-05	1064.3
2.70077E-05	1154.85
2.70097E-05	1178.73
2.70195E-05	1299
2.70199E-05	1305.05
2.70317E-05	1457.12
2.70346E-05	1495.37
2.70512E-05	1716.04
2.70639E-05	1884.88
2.70708E-05	1971.12
2.70786E-05	2068.98
2.70855E-05	2148.43
2.70884E-05	2182.12
2.70952E-05	2253.92
2.70982E-05	2284.29
2.71050E-05	2346.88
2.71080E-05	2373.21
2.71148E-05	2425.02
2.71177E-05	2446.65
2.71246E-05	2487.65
2.71253E-05	2491.88
2.71334E-05	2527.62
2.71344E-05	2530.38
2.71432E-05	2553.17
2.71441E-05	2554.22
2.71497E-05	2558.95
2.71527E-05	2557.67
2.71568E-05	2555.06
2.71598E-05	2548.64
2.71666E-05	2532.18
2.71696E-05	2520.44
2.71747E-05	2498.61
2.71798E-05	2469.96
2.71823E-05	2455.78
2.71881E-05	2413.71
2.71920E-05	2384.89
2.71979E-05	2333.54
2.72018E-05	2298.56
2.72077E-05	2239.14
2.72116E-05	2198.88
2.72175E-05	2132.82
2.72214E-05	2088.25
2.72273E-05	2016.29
2.72361E-05	1907.26
2.72419E-05	1830.93
2.72703E-05	1459.42
2.72810E-05	1323.24
2.72849E-05	1274
2.72947E-05	1156.73
2.72957E-05	1145.59
2.73045E-05	1046.04
2.73055E-05	1035.63
2.73143E-05	942.658
2.73153E-05	932.933
2.73216E-05	870.281
2.73250E-05	838.414
2.73289E-05	802.354
2.73348E-05	751.649
2.73370E-05	732.828
2.73434E-05	681.861
2.73497E-05	634.317
2.73507E-05	627.443
2.73561E-05	590.006
2.73580E-05	577.199
2.73618E-05	553.035
2.73654E-05	531.227
2.73693E-05	507.815
2.73725E-05	490.282
2.73768E-05	466.592
2.73793E-05	454.013
2.73843E-05	429.122
2.73862E-05	420.765
2.73918E-05	395.141
2.73930E-05	390.345
2.73994E-05	364.387
2.73998E-05	362.543
2.74053E-05	342.151
2.74067E-05	337.376
2.74113E-05	321.644
2.74135E-05	314.418
2.74172E-05	302.741
2.74204E-05	293.49
2.74232E-05	285.322
2.74269E-05	275.407
2.74291E-05	269.292
2.74351E-05	254.499
2.74360E-05	252.38
2.74411E-05	240.911
2.74452E-05	232.172
2.74470E-05	228.349
2.74544E-05	214.264
2.74550E-05	213.108
2.74629E-05	199.421
2.74635E-05	198.456
2.74702E-05	188.013
2.74727E-05	184.516
2.74776E-05	177.63
2.74819E-05	172.073
2.74849E-05	168.163
2.74910E-05	160.939
2.74923E-05	159.512
2.74971E-05	154.227
2.74996E-05	151.622
2.75069E-05	144.374
2.75094E-05	142.152
2.75167E-05	135.616
2.75216E-05	131.647
2.75265E-05	127.749
2.75338E-05	122.406
2.75363E-05	120.655
2.75460E-05	114.266
2.75473E-05	113.48
2.75534E-05	109.829
2.75583E-05	107.117
2.75656E-05	103.114
2.75705E-05	100.689
2.75778E-05	97.1194
2.75888E-05	92.2327
2.75900E-05	91.7012
2.76023E-05	86.8329
2.76071E-05	85.0403
2.76145E-05	82.3995
2.76194E-05	80.7738
2.76267E-05	78.3774
2.76389E-05	74.679
2.76518E-05	71.1526
2.76585E-05	69.438
2.76646E-05	67.9099
2.76780E-05	64.8185
2.76817E-05	63.9909
2.76976E-05	60.7216
2.76988E-05	60.4745
2.77159E-05	57.3097
2.77172E-05	57.1019
2.77330E-05	54.4605
2.77465E-05	52.4006
2.77502E-05	51.8527
2.77673E-05	49.4913
2.77758E-05	48.4068
2.77887E-05	46.8175
2.78015E-05	45.3613
2.78079E-05	44.6479
2.78272E-05	42.6732
2.78464E-05	40.8905
2.78657E-05	39.2376
2.78913E-05	37.2716
2.79042E-05	36.3775
2.79170E-05	35.5078
2.79427E-05	33.923
2.79683E-05	32.5135
2.79812E-05	31.871
2.79965E-05	31.1276
2.80270E-05	29.7828
2.80576E-05	28.6061
2.80729E-05	28.0754
2.80881E-05	27.5622
2.81187E-05	26.6386
2.81340E-05	26.2232
2.81492E-05	25.8235
2.81798E-05	25.1087
2.81951E-05	24.7902
2.82104E-05	24.4835
2.82447E-05	23.88
2.82531E-05	23.7547
2.82829E-05	23.3306
2.83211E-05	22.888
2.83357E-05	22.7572
2.83593E-05	22.5569
2.83784E-05	22.432
2.84182E-05	22.2537
2.84202E-05	22.2454
2.84619E-05	22.1965
2.85037E-05	22.2764
2.85315E-05	22.4068
2.85594E-05	22.6041
2.85825E-05	22.8286
2.85872E-05	22.8744
2.86150E-05	23.2244
2.86427E-05	23.6619
2.86704E-05	24.1985
2.86851E-05	24.544
2.86981E-05	24.8443
2.87258E-05	25.6156
2.87535E-05	26.5377
2.87600E-05	26.7887
2.87743E-05	27.3384
2.87951E-05	28.2504
2.88159E-05	29.2933
2.88209E-05	29.5803
2.88315E-05	30.1708
2.88488E-05	31.2585
2.88616E-05	32.1581
2.88662E-05	32.4817
2.88836E-05	33.859
2.89009E-05	35.4252
2.89137E-05	36.7411
2.89183E-05	37.2154
2.89313E-05	38.7306
2.89443E-05	40.4274
2.89574E-05	42.3403
2.89613E-05	42.9959
2.89684E-05	44.1541
2.89783E-05	45.9875
2.89883E-05	48.03
2.89983E-05	50.3182
2.90082E-05	52.8958
2.90090E-05	53.112
2.90182E-05	55.8238
2.90282E-05	59.1575
2.90289E-05	59.44
2.90382E-05	62.9815
2.90422E-05	64.7286
2.90448E-05	65.8436
2.90515E-05	68.9919
2.90522E-05	69.3765
2.90581E-05	72.4621
2.90622E-05	74.7963
2.90648E-05	76.2865
2.90722E-05	81.0253
2.90729E-05	81.5007
2.90788E-05	85.749
2.90801E-05	86.6808
2.90855E-05	90.9641
2.90873E-05	92.4452
2.90921E-05	96.7153
2.90945E-05	98.8564
2.90988E-05	103.052
2.91017E-05	105.98
2.91054E-05	110.027
2.91089E-05	113.883
2.91121E-05	117.692
2.91161E-05	122.634
2.91172E-05	124.118
2.91228E-05	131.558
2.91233E-05	132.304
2.91283E-05	139.678
2.91305E-05	142.963
2.91339E-05	148.361
2.91377E-05	154.673
2.91394E-05	157.626
2.91449E-05	167.493
2.91449E-05	167.493
2.91505E-05	178.216
2.91516E-05	180.366
2.91560E-05	189.626
2.91582E-05	194.267
2.91616E-05	201.738
2.91649E-05	209.226
2.91671E-05	214.562
2.91715E-05	225.259
2.91726E-05	228.106
2.91782E-05	242.376
2.91788E-05	243.99
2.91848E-05	260.572
2.91852E-05	261.653
2.91916E-05	280.508
2.91948E-05	289.849
2.91981E-05	300.073
2.92038E-05	318.003
2.92045E-05	320.478
2.92111E-05	342.796
2.92150E-05	355.716
2.92171E-05	363.102
2.92241E-05	388.473
2.92295E-05	407.541
2.92336E-05	423.133
2.92425E-05	456.609
2.92543E-05	501.322
2.92561E-05	508.039
2.92738E-05	574.73
2.92856E-05	617.092
2.92951E-05	648.758
2.92974E-05	656.655
2.93087E-05	690.714
2.93093E-05	692.5
2.93205E-05	722.415
2.93223E-05	726.447
2.93317E-05	747.828
2.93323E-05	748.931
2.93418E-05	766.46
2.93443E-05	770.105
2.93530E-05	782.628
2.93533E-05	782.938
2.93625E-05	792.429
2.93743E-05	799.991
2.93743E-05	799.991
2.93839E-05	802.318
2.93855E-05	802.694
2.93950E-05	801.189
2.94011E-05	800.143
2.94062E-05	797.375
2.94100E-05	795.339
2.94161E-05	791.983
2.94250E-05	784.596
2.94323E-05	778.485
2.94475E-05	762.368
2.94512E-05	758.378
2.94766E-05	727.093
2.95037E-05	689.49
2.95056E-05	686.57
2.95313E-05	646.667
2.95544E-05	605.973
2.95722E-05	570.899
2.95750E-05	565.347
2.95956E-05	520.938
2.96013E-05	507.993
2.96200E-05	464.728
2.96238E-05	456.052
2.96481E-05	398.765
2.96613E-05	367.843
2.96763E-05	334.218
2.96800E-05	325.803
2.96941E-05	296.028
2.97081E-05	268.122
2.97175E-05	250.66
2.97269E-05	234.157
2.97363E-05	218.632
2.97419E-05	209.905
2.97456E-05	204.103
2.97550E-05	190.568
2.97644E-05	177.98
2.97700E-05	170.977
2.97738E-05	166.325
2.97831E-05	155.571
2.97925E-05	145.647
2.97981E-05	140.161
2.98019E-05	136.519
2.98113E-05	128.143
2.98169E-05	123.523
2.98206E-05	120.455
2.98300E-05	113.41
2.98356E-05	109.527
2.98394E-05	106.953
2.98488E-05	101.042
2.98582E-05	95.6105
2.98638E-05	92.6133
2.98675E-05	90.6275
2.98769E-05	86.0589
2.98825E-05	83.5329
2.98863E-05	81.8587
2.98961E-05	77.8129
2.99060E-05	74.0892
2.99069E-05	73.7578
2.99125E-05	71.7839
2.99257E-05	67.5299
2.99313E-05	65.8858
2.99388E-05	63.7119
2.99510E-05	60.506
2.99632E-05	57.5763
2.99636E-05	57.473
2.99753E-05	54.9167
2.99875E-05	52.474
2.99960E-05	50.9157
2.99997E-05	50.2298
3.00119E-05	48.1714
3.00293E-05	45.5083
3.00302E-05	45.3658
3.00457E-05	43.2432
3.00644E-05	40.9127
3.00832E-05	38.838
3.01019E-05	36.9609
3.01113E-05	36.1079
3.01207E-05	35.2667
3.01394E-05	33.7334
3.01582E-05	32.3307
3.01769E-05	31.0612
3.01980E-05	29.7541
3.02051E-05	29.3579
3.02215E-05	28.4485
3.02449E-05	27.2703
3.02683E-05	26.1978
3.02754E-05	25.9038
3.02918E-05	25.2316
3.03152E-05	24.3531
3.03387E-05	23.5474
3.03457E-05	23.3251
3.03621E-05	22.8175
3.03937E-05	21.9298
3.04236E-05	21.1762
3.04348E-05	20.9224
3.04535E-05	20.5049
3.04834E-05	19.9041
3.05133E-05	19.361
3.05191E-05	19.2664
3.05531E-05	18.7321
3.05930E-05	18.1886
3.06328E-05	17.7198
3.06457E-05	17.5905
3.06727E-05	17.3294
3.07090E-05	17.0341
3.07418E-05	16.8121
3.07746E-05	16.6319
3.08074E-05	16.4936
3.08186E-05	16.4574
3.08238E-05	16.4407
3.08598E-05	16.3652
3.08958E-05	16.3439
3.09317E-05	16.3808
3.09677E-05	16.4811
3.10036E-05	16.6521
3.10300E-05	16.8282
3.10428E-05	16.9374
3.10589E-05	17.0723
3.10877E-05	17.3788
3.11166E-05	17.7603
3.11446E-05	18.2153
3.11454E-05	18.2288
3.11670E-05	18.6409
3.11887E-05	19.1188
3.12103E-05	19.6723
3.12158E-05	19.8356
3.12319E-05	20.3077
3.12548E-05	21.0904
3.12718E-05	21.7566
3.12888E-05	22.5085
3.12905E-05	22.5935
3.13057E-05	23.352
3.13227E-05	24.3093
3.13397E-05	25.4005
3.13524E-05	26.321
3.13617E-05	27.0701
3.13651E-05	27.3409
3.13778E-05	28.4718
3.13889E-05	29.5586
3.14024E-05	31.0527
3.14160E-05	32.7474
3.14262E-05	34.1711
3.14364E-05	35.7453
3.14466E-05	37.4905
3.14567E-05	39.4303
3.14669E-05	41.592
3.14771E-05	44.0067
3.14812E-05	45.0879
3.14873E-05	46.7137
3.14975E-05	49.7518
3.15076E-05	53.1633
3.15178E-05	57.0081
3.15246E-05	59.8335
3.15253E-05	60.1391
3.15314E-05	62.8969
3.15382E-05	66.2096
3.15436E-05	69.0741
3.15450E-05	69.792
3.15531E-05	74.4811
3.15531E-05	74.4811
3.15613E-05	79.6319
3.15674E-05	83.8588
3.15694E-05	85.2719
3.15775E-05	91.4451
3.15789E-05	92.5586
3.15843E-05	97.0236
3.15891E-05	101.214
3.15911E-05	103.014
3.15979E-05	109.439
3.15993E-05	110.812
3.16047E-05	116.317
3.16094E-05	121.532
3.16149E-05	127.508
3.16196E-05	133.229
3.16250E-05	139.784
3.16298E-05	146.02
3.16352E-05	153.166
3.16400E-05	159.916
3.16454E-05	167.651
3.16502E-05	174.902
3.16556E-05	183.21
3.16597E-05	189.871
3.16681E-05	203.783
3.16686E-05	204.674
3.16773E-05	219.865
3.16834E-05	230.612
